tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2014-12-31 16:48:00,#NewYearsResolution sleep until 2016,Humor,Humor about Personal Growth and Interests Resolutions,AK,AK,West,Alaska,female,1
2014-12-31 16:48:00,If everyone's #NewYearsResolution was to simply be kind to others the world would be a better place in 2015.,Family/Friends/Relationships,Make more time for friends,"Bremerton, WA",WA,West,Pacific Time (US & Canada),male,1
2014-12-31 16:49:00,I am going to talk to more White people about our racism.#NewYearsResolution,Family/Friends/Relationships,Have a baby,Denver,CO,West,Pacific Time (US & Canada),female,4
2014-12-31 16:49:00,I have 4 #NewYearsResolution categories for 2015Resolutions to:1. God 2. Husband 3. Children 4. Myself Bring on the #HappyNewYear!,Family/Friends/Relationships,Spend more time with family,"Long Island, NY ",NY,Northeast,,female,0
2014-12-31 16:50:00,You know what? I'm seriously going to release a country song in 2015. Change things up a bit. #2015 #NewYearsResolution #musiclife,Career,Other,"Cartersville, Ga",GA,South,Central Time (US & Canada),male,0
2014-12-31 16:50:00,I really hope I am going to start grad school#NewYearsResolution,Education/Training,Study More,Denver,CO,West,Pacific Time (US & Canada),female,0
2014-12-31 16:50:00,My #NewYearsResolution is to release artistic me. I've confined her long enough. Time to set her free.,Personal Growth,Try new things,"California, USA",CA,West,,female,0
2014-12-31 16:51:00,I'm going to go to New York and see @UnusedPotential #NewYearsResolution,Recreation & Leisure,Take a trip,Denver,CO,West,Pacific Time (US & Canada),female,0
2014-12-31 16:51:00,I resolve to quit resolving to do things and just let things slap me in the face without prior planning. #NewYearsResolution,Personal Growth,Spend less time on Facebook,Louisiana,LA,South,,male,0
2014-12-31 16:51:00,And I am going to keep speaking when it is needed. Amplifying when it is not. I'm going to love myself more.#NewYearsResolution,Personal Growth,Be more positive,Denver,CO,West,Pacific Time (US & Canada),female,0
2014-12-31 16:52:00,"""Standing out"" is the new ""fitting in,"" so step out of the shadows and embrace the light! #NewYearsResolution #letsdothis",Personal Growth,Use less social media,"Dallas, TX",TX,South,Central Time (US & Canada),male,0
2014-12-31 16:52:00,To have an awesome wedding and first year of marriage #NewYearsResolution @cavs c125r24seat7 http://t.co/cfZzDjTjIE,Family/Friends/Relationships,Find a Girlfriend,Cleveland Ohio,OH,Midwest,,female,0
2014-12-31 16:52:00,"RT @UnusedPotential: I'm gonna have @grimalkinrn visit. ""@grimalkinrn: I'm going to go to New York and see @UnusedPotential #NewYearsReso‰Û_",Recreation & Leisure,Take a trip,Denver,CO,West,Pacific Time (US & Canada),female,1
2014-12-31 16:52:00,"I'm gonna have @grimalkinrn visit. ""@grimalkinrn: I'm going to go to New York and see @UnusedPotential #NewYearsResolution""",Recreation & Leisure,Take a trip,"New York, NY",NY,Northeast,,female,1
2014-12-31 16:53:00,"RT @chrisbrockman: as always, my #NewYearsResolution is to be more like Tom Brady. http://t.co/3ylxiaNRQX",Humor,Humor about New Years,"Othello, WA",WA,West,Pacific Time (US & Canada),male,13
2014-12-31 16:53:00,"Actually, I resolve to quit laughing in people's faces. Period. I always get the meanest looks. #NewYearsResolution",Family/Friends/Relationships,Propose to my girlfriend / boyfriend,Louisiana,LA,South,,male,0
2014-12-31 16:53:00,"#NewYearsResolution I wanna know God as well as I know my significant other, what makes him happy, know what makes him upset.. #believe _Ùª_ÙÕø",Personal Growth,Adopt a pet,"Waterloo, IA",IA,Midwest,,male,0
2014-12-31 16:54:00,"#1 goal for 2015: win the lottery, invest it, go back to school, &amp; never have to work again if I don't want to _Ù_ä_ÙÔÎ_Ù__ #NewYearsResolution",Finance,Other,"Detroit, Michigan",MI,Midwest,Eastern Time (US & Canada),female,0
2014-12-31 16:54:00,Last selfie of the year #NYE #NewYear #NewYearsEve #NewYearsResolution to stay awesome http://t.co/XuN08ZpyD5,Humor,Humor about Personal Growth and Interests Resolutions,"Tampa, Florida",FL,South,Hawaii,female,2
2014-12-31 16:55:00,"@MLBPAClubhouse My #NewYearsResolution is to begin reading more often at night!!  A chapter a night a sports book, most likely!  Need it",Education/Training,Other,Connecticut,CT,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 16:55:00,"#NewYearsResolution Own a robot, eat more cheeseburgers, eat more pizza and meet my idols.",Personal Growth,Try new things,"Wilmington, NC",NC,South,Central Time (US & Canada),female,0
2014-12-31 16:56:00,I'll make it this year. 2015 will be my year to conquer my dreams. #HappyNewYear #NewYearsResolution,Personal Growth,Acheive My Goals,"St.Louis, MO",MO,Midwest,Central Time (US & Canada),female,0
2014-12-31 16:56:00,I wanna shine some pennies! I wanna mend some leather! I wanna Krazy-Glue my head to the bottom of a big steel girder! #NewYearsResolution,Humor,Humor about Finance Resolutions,"Boston, MA",MA,Northeast,Eastern Time (US & Canada),female,0
2014-12-31 16:56:00,My #NewYearsResolution is to stop making #NewYearsResolution. The calendar is cyclical. What makes 1/1 so special?,Humor,Humor about New Years,West Michigan,MI,Midwest,Eastern Time (US & Canada),male,1
2014-12-31 16:57:00,Start listening to more Nelly. #NewYearsResolution,Recreation & Leisure,See a Concert/Show,"San Diego, CA",CA,West,Pacific Time (US & Canada),female,0
2014-12-31 16:57:00,RT @delta_dc: My #NewYearsResolution is to stop making #NewYearsResolution. The calendar is cyclical. What makes 1/1 so special?,Humor,Humor about not Keeping Resolutions,"Stillwater, OK",OK,South,Central Time (US & Canada),male,1
2014-12-31 16:58:00,My #NewYearsResolution is to clean my house.,Time Management/Organization,Re-organize,"Stuart, FL",FL,South,Eastern Time (US & Canada),female,0
2014-12-31 16:58:00,RT @grimalkinrn: Also..I'm going to masturbate more. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,"Miami Beach, FL",FL,South,Central Time (US & Canada),female,1
2014-12-31 16:59:00,RT @TheCatchFence: #NewYearsResolution: attend more races in 2015.,Recreation & Leisure,Spend more time on my hobby,"Savannah, Georgia",GA,South,Eastern Time (US & Canada),female,17
2014-12-31 16:59:00,#NewYearsResolution ...? To use social media more 0.0,Recreation & Leisure,Other,"Los Angeles, CA",CA,West,Eastern Time (US & Canada),female,0
2014-12-31 16:59:00,@AC360 Going to climb Mount Rainier. #NewYearsResolution,Recreation & Leisure,Take a trip,"Atlanta, GA-USA",GA,South,Eastern Time (US & Canada),male,0
2014-12-31 16:59:00,My #newyearsresolution is to wake up looking like Blake Lively #wcw http://t.co/6iE9kG1Sx8,Personal Growth,Improve my appearance,Alabama,AL,South,Central Time (US & Canada),female,0
2014-12-31 16:59:00,RT @iReekofSuccess: #NewYearsResolution Get on postbadbeards lol http://t.co/FIZ6tR9RlH,Personal Growth,Improve my attitude,"Chicago, IL",IL,Midwest,Mountain Time (US & Canada),female,1
2014-12-31 16:59:00,RT @juliwithoutane: Hate cats more #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,"Chicago, IL",IL,Midwest,Central Time (US & Canada),male,1
2014-12-31 17:00:00,And I'm locking up everyone who ever laid a finger on me. #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,Brooklyn,NY,Northeast,Eastern Time (US & Canada),female,0
2014-12-31 17:00:00,Really gonna ramp up the misogyny this year #NewYearsResolution,Personal Growth,Respect Others,los angeles,CA,West,Pacific Time (US & Canada),male,0
2014-12-31 17:00:00,Anyone want to suggest a survival skill I should learn this year? Or teach me? #NewYearsResolution,Personal Growth,Other,"Provo, UT",UT,West,,male,0
2014-12-31 17:00:00,RT @arman_dela: #NewYearsResolution have some things go my way,Personal Growth,Be more positive,Bartlett TN,TN,South,,male,1
2014-12-31 17:01:00,"Resolution 12Sock, Sock, Shoe, Shoe instead of Sock, Shoe, Sock, Shoe. #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,New York,NY,Northeast,,male,0
2014-12-31 17:01:00,"#NewYearsResolution NO MORE MR. NICE GUY!!I've worked, contributed / volunteered too much of my life to people and organizations. ""No More""",Philanthropic,Donate more to charity,"Tampa, FL",FL,South,Eastern Time (US & Canada),male,0
2014-12-31 17:02:00,@MLBPAClubhouse #NewYearsResolution #HappyNewYear  My Resolution is to go to more Baseball games in 2015!,Recreation & Leisure,Spend more time on my hobby,"York, PA",PA,Northeast,,male,0
2014-12-31 17:02:00,#NewYearsResolution talk more about the things that makes you happy than things that make you sad! #BeHappy,Personal Growth,Improve my attitude,New York City - PT,NY,Northeast,Lisbon,female,0
2014-12-31 17:02:00,Another 2015 #NewYearsResolution of mine is to really put the crotch in crotchety.,Humor,Humor about Personal Growth and Interests Resolutions,Baton Rouge,LA,South,Central Time (US & Canada),male,0
2014-12-31 17:03:00,#NewYearsResolution quit or at least minimize sharing my sh*tty opinions on twitter.,Personal Growth,Learn to Say No,"Clemson, SC",SC,South,,male,0
2014-12-31 17:03:00,I want 2015 to be the year that changes everything in my life!! I want to stop being afraid and start living MY LIFE!! #NewYearsResolution,Personal Growth,Be more positive,"Independence, MO",MO,Midwest,Eastern Time (US & Canada),female,0
2014-12-31 17:03:00,"Complain less, appreciate more. #NewYearsResolution",Personal Growth,Be more positive,"Atlanta, GA",GA,South,,female,0
2014-12-31 17:04:00,#NewYearsResolution  to curse more,Humor,Humor about Recreation and Leisure Resolutions,"Media, PA",PA,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 17:05:00,RT @UptownAmbition: #NewYearsResolution to finally stop putting everyone before myself.,Personal Growth,Focus on my self,"Lynchburg,VA",VA,South,Central Time (US & Canada),male,3
2014-12-31 17:05:00,@MLBPAClubhouse #NewYearsResolution #HappyNewYear go to more baseball games and visit Fenway for the first time,Recreation & Leisure,See a Concert/Show,"indianpolis, in",IN,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 17:06:00,#NewYearsResolution Attend as many cons as possible (this is a resolution I'm DETERMINED to keep) #NewYearsEve #NewYearsResolution,Recreation & Leisure,Other,Northern California,CA,West,Tijuana,male,0
2014-12-31 17:06:00,T-minus 6 hours. Better grab a couple 2-liters #sodafree2015 #NewYearsResolution,Health & Fitness,Eat healthier,Utah,UT,West,Mountain Time (US & Canada),male,0
2014-12-31 17:06:00,"Never believed in #NewYearsResolution I do the same every year try harder at being a better women of God  and,  increasing my hustle _ÙÔÎ",Personal Growth,Try new things,Bay Area,CA,West,,female,0
2014-12-31 17:06:00,"RT @aalomelii: Do not carry or abandon your cross, Hug the cross with faith and Love. #NewYearsResolution #Catholic",Personal Growth,Use less social media,Texas,TX,South,,female,2
2014-12-31 17:07:00,RT @amaditalks: My #NewYearsResolution is the same as it is every year. Be more awesome. I always keep it.,Personal Growth,Acheive My Goals,"Upstate , South Carolina ",SC,South,Central Time (US & Canada),female,12
2014-12-31 17:07:00,"In 2015, I'll expect less from others and more from myself. I'll be my own advocate and let nothing hinder my goals. #NewYearsResolution",Personal Growth,Acheive My Goals,"Greensburg, PA",PA,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 17:07:00,‰ÛÏ@sydney_1515: #NewYearsResolution to not break any boners_Ù÷â_Ù÷É‰Û,Humor,Humor about Health and Fitness Resolutions,Nashville,TN,South,Central Time (US & Canada),male,0
2014-12-31 17:08:00,Photo: #Bye2014 I have nothing but blessings awaiting me in #2015 #NewYearsEve #NewYearsResolution #Goals http://t.co/uLOnx0tFzk,Personal Growth,Watch less TV,"DFW, Texas",TX,South,Central Time (US & Canada),female,0
2014-12-31 17:08:00,Resolve to evolve #ResolutionsFor2015 #NewYearsResolution,Personal Growth,Be more positive,"Nashville, TN",TN,South,Central Time (US & Canada),male,0
2014-12-31 17:08:00,RT @RyanCapouch: Pass all my classes. #NewYearsResolution,Education/Training,Improve Grades,"Glendale, AZ ",AZ,West,Central Time (US & Canada),female,1
2014-12-31 17:10:00,"I don't want to keep making the same mistakes!! But if I do make a mistake, I want it to be a NEW mistake! #NewYearsResolution #NewYearsWish",Personal Growth,Be more positive,"Independence, MO",MO,Midwest,Eastern Time (US & Canada),female,0
2014-12-31 17:10:00,@MLBPAClubhouse To be more patient and to help others more. #NewYearsResolution #NewYear2015,Philanthropic,Volunteer more,"Custer, MI",MI,Midwest,,female,0
2014-12-31 17:10:00,#NewYearsResolution leave the fake people behind.,Personal Growth,Be More Fun,LA ,CA,West,,female,0
2014-12-31 17:10:00,"OK, I have another #NewYearsResolution : to not read the comments anymore.",Humor,Humor about Family/Friends/Relationships Resolutions,"Burien, WA",WA,West,Central Time (US & Canada),female,0
2014-12-31 17:11:00,"I resolve to take more naps throughout the day. Power naps, twenty-minute naps, naps standing, naps sleeping, anything. #NewYearsResolution",Humor,Humor about Finance Resolutions,Louisiana,LA,South,,male,0
2014-12-31 17:12:00,#NewYearsResolution - rebuild at least 5 burned bridges.,Family/Friends/Relationships,Other,California.,CA,West,,female,0
2014-12-31 17:12:00,#NewYearsResolution - learn to take criticism.,Personal Growth,Face Fears,California.,CA,West,,female,0
2014-12-31 17:13:00,#NewYearsResolution to be pretty.,Personal Growth,Improve my appearance,Florida‰÷Û•ü,FL,South,Eastern Time (US & Canada),female,0
2014-12-31 17:13:00,Wife up a Cook twin. #NewYearsResolution,Family/Friends/Relationships,Have a baby,"Tallahassee, Fl",FL,South,Eastern Time (US & Canada),male,0
2014-12-31 17:14:00,RT @elisalamia: #NewYearsResolution get to school on time,Time Management/Organization,Start waking up earlier,Brooklyn,NY,Northeast,Atlantic Time (Canada),female,6
2014-12-31 17:14:00,#NewYearsResolution Recruit more people to @AnookDotCom.,Personal Growth,Try new things,Southeastern PA,PA,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 17:14:00,#NewYearsResolution design and a produce a really absurd but awesome kigurumi (onesie),Career,Work for myself,"Lexington, KY, USA",KY,South,Eastern Time (US & Canada),female,0
2014-12-31 17:14:00,"RT @MansonBriana: #NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ‰ªÁ @samsmithworld http‰Û_",Personal Growth,Use more social media,dallas Oregon ,OR,West,,male,1
2014-12-31 17:15:00,#NewYearsResolution To stop being so built bang-bang,Humor,Humor about not Keeping Resolutions,NY,NY,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 17:15:00,Less 40's #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,New York,NY,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 17:15:00,#NewYearsResolution - have 10 affirmations per every 1 criticism I have to give.,Personal Growth,Be more positive,California.,CA,West,,female,0
2014-12-31 17:15:00,"I resolve to quit giving fake high-fives because, well, that's also cruel. #NewYearsResolution",Personal Growth,Be more positive,Louisiana,LA,South,,male,0
2014-12-31 17:16:00,My #newyearsresolution is to take a break from producing edm and get back to my musical roots. _Ù÷__ÙÔ_Ù___Ù__ #FredericChopin #Etudes,Personal Growth,Focus on My Future,"Lancaster, Tx",TX,South,Central Time (US & Canada),male,0
2014-12-31 17:16:00,Join a gym! Write more!Act more!Land an agent!Be the bigger person!(Maybe) settle down!Find a hobby!Make friends!#NewYearsResolution,Health & Fitness,Excersize More,New York City,NY,Northeast,Eastern Time (US & Canada),male,0
